"AT","V","AP","RH","y"
23.57,70.04,1011.06,82.79,437.53
17.9,43.72,1008.64,74.73,452.55
8.22,41.03,1021.76,82.97,485.5
21.67,57.76,1018.32,68.21,452.56
24.13,45.61,1012.63,71.36,453.19
16.58,44.68,1021.5,83.38,458.87
17.99,43.79,1016.13,75.63,462.4
18.86,42.18,1001.16,98.58,457.07
20.25,55.5,1020.03,69.33,455.13
23.91,50.23,1017.25,68.57,455.41
13.24,39.16,1016.52,86.66,474.48
28.39,65.51,1014.52,66.48,438.78
28.31,74.33,1011.89,69.77,428.46
22.29,61.27,1019.05,58.23,449.81
27.75,69.89,1015.41,73.01,430.33
29.45,74.16,1010.49,64.87,438.11
28.36,66.75,1017.71,52.6,433.88
8.51,41.26,1023.17,87.79,477.51
7.17,41.92,1031.97,83.86,485.08
4.24,39.9,1009.28,96.74,491.25
23.85,52.3,1005.9,70.95,441.99
22.68,70.47,1010.86,82.8,441.47
20.03,57.19,1007.31,81.69,446.46
20.29,65.27,1013.17,74.94,445.52
25.89,74.22,1007.43,81.55,433.73
9.73,41.01,1021.76,97.71,469.11
12.06,48.04,1010.01,100.13,465.63
8.47,41.26,1020.57,91.28,477.14
28.25,57.19,1007.99,67.9,436.99
17.27,44.9,1007.85,78.8,454.19
30.65,71.06,1008.61,76.76,432.08
12.72,40.6,1013.45,86.16,471.23
13,39.85,1012.57,61.56,477.71
28.85,66.54,1010.73,43.27,437.79
27.27,72.24,1010.69,78.09,432.35
24.9,58.49,1011.06,65.14,444.19
23.84,59.87,1019.11,59.59,441.94
21.5,61.5,1008.43,78.13,447.83
7.41,40.71,1023.07,83.32,474.25
22.99,62.96,1019.6,65.05,449.4
23.01,59.44,1012.82,82.62,445.72
20.11,42.04,1010.79,60.31,464.13
24.29,57.5,1014.85,67.28,449.98
18.42,63.94,1020.47,74.47,450.55
24.09,73.68,1014.93,94.55,441.34
15.58,40.66,1016.34,87.42,460.61
22.36,58.79,1016.69,73.6,445.76
22.36,64.15,1021.05,68.43,453.94
25.75,60.95,1014.75,53.3,443.73
29.41,59.27,1011.36,52.37,441.99
25.37,59.14,1017.27,78.07,437.19
17.58,44.9,1020.52,71.48,459.78
21.55,44.58,1017.2,46.64,464.44
19.4,42.44,1013.19,58.63,459.76
27.24,68.08,1013.23,51.96,445.25
24.17,73.18,1011.72,86.1,437.27
15.37,50.59,1019.02,98.2,463.35
15.04,41.35,1004.29,99.1,467.96
18.49,41.1,1001.9,59.99,460.76
27.5,68.24,1010.38,73.44,430.9
11.38,52.75,1026.19,72.71,469.9
6.94,38.91,1018.94,90.64,485.12
27.08,62.91,1011.9,62.58,442.91
30.34,71.25,1000.94,67.29,431.18
16.14,44.71,1014.83,39.41,468.88
15.72,56.89,1013.35,85.06,456.33
15.08,42.77,1018.67,73.89,461.6
22.18,45.09,1014.04,43.13,455.4
21.96,48.78,1019.56,85.05,451.58
11.29,35.76,1019.32,58.91,473.74
13.7,44.47,1027.51,70.77,468.79
25.53,71.85,1009.19,74.7,431.26
3.68,39.64,1011.31,84.05,490.02
11.39,40.27,1009.04,73.13,474.93
26.65,73.18,1012.27,83.12,437.7
15.79,49.15,1020.62,76.22,465.62
18.03,53.16,1013.1,81.42,457.73
5.06,40.64,1021.49,93.7,483.73
11.95,41.48,1013.44,74.83,465.41
20.47,63.07,1012.79,88.67,451.71
13.31,40.03,1017.73,84.48,470.31
15.3,43.67,1011.75,95.31,468.14
28.42,73.4,1011.39,62.72,438.25
10.9,39.64,1010.58,64.88,477.04
23.27,64.15,1020.98,71.18,452.26
28.62,70.32,1008.87,46.67,431.03
23.07,57.5,1015.7,75.47,447.49
25.51,73.56,1006.59,96.63,437.07
10.63,39.61,1020,72.42,476.99
23.1,66.05,1020.28,80.62,439.03
9.39,39.66,1019.22,75.33,482.16
21.75,60.27,1018.55,87.81,444.19
10.56,41.54,1019.92,78.95,479.33
26.94,68.24,1010.49,76.58,430.34
10.22,37.83,1005.94,93.53,471.79
5.28,42.07,1003.82,80.84,485.24
26.27,58.33,1013.81,60.43,438.82
29.1,70.4,1003.97,77.57,430.98
26.64,69.13,1010.6,79.23,430.41
8.03,40.07,1016.06,47.46,488.02
8.27,35.76,1020.11,75.25,480.8
9.72,43.41,1016.25,76.39,474.1
20.17,50.66,1014.38,82.09,454.79
24.49,68.61,1010.56,64.03,447.57
13.89,35.71,1016.4,65.49,468.54
25.32,48.41,1008.47,72.14,443.04
7.53,41.74,1022.45,90.85,487.25
25.54,69.13,1001.64,90.98,428.74
9.16,41.03,1021.3,76.08,484.96
24.2,57.85,1013.05,70.29,446.87
9.22,40.92,1021.83,85.43,474.51
32.33,69.68,1011.95,39.89,439.79
14.33,38.73,1003.52,85.92,468.86
27.62,71.14,1011.6,52.8,434.72
25.24,66.54,1002.07,81.22,433.86
26.71,70.4,1007.59,82.63,432.64
21.63,60.84,1018.16,77.53,445.93
16.07,65.46,1013.88,87.11,450.54
9.45,41.4,1027.34,86.66,475.49
23.59,59.43,1009.96,65.8,440.61
25.24,63.47,1011.3,66.21,442.75
14.32,44.6,1013.85,68.13,466.36
32.81,71.32,1007.69,47.29,434.38
31.82,71.29,1008.44,41.7,431.23
28.04,69.14,1007.16,80.38,436.37
18.32,42.18,1002.27,95.99,458.46
8.51,34.69,1026.96,75.34,481.83
29.72,77.95,1014.9,72.73,434.99
5.02,40.64,1021.2,93.27,485.28
32.55,69.89,1013.87,40.09,428.84
27.14,63.13,1013.38,75.68,438.82
15.98,39.64,1009.31,81.21,467.22
24.15,64.63,1020.72,58.06,448.87
19.82,63.9,1013.19,78.96,449.61
29.11,74.9,1003.31,74.01,432.43
3.85,35.47,1016.78,85.31,489.78
13.27,40.27,1006.1,40.04,473.88
9.6,37.73,1021.87,77.75,481.03
13.97,53.82,1016.81,62.32,465.24
16.25,58.86,1015.94,86.52,456.49
5.01,39.4,1003.69,91.9,475.34
15.94,44.85,1014.29,67.57,462.54
18.72,60.07,1015.81,70.55,454.35
26.9,77.95,1017.47,75.58,434.18
22.54,51.95,1007.29,79.28,447.29
29.01,66.44,1011.21,71.56,430.61
24.38,63.91,1009.53,79.11,446.02
13.87,41.74,1021.42,64.02,472.12
5.65,40.72,1022.46,85.17,487.09
32.13,74.34,1003.34,56.39,436.3
6.89,43.65,1019.87,72.77,484
22.81,58.96,1013.5,55.66,452.89
9.98,39.66,1017.32,77.78,481.64
6.69,40.64,1020.54,92.83,483.01
9.06,43.79,1016.05,81.32,482.8
22.72,58.82,1012.54,77.72,448.67
23.25,71.29,1008.05,71.36,442.21
28.18,73.88,1005.89,75.41,434.48
29.91,70.02,1010.18,64.1,437.63
10.33,40.62,1017.41,64.22,473.16
26,69.89,1015.12,73.06,433.5
7.19,39.4,1011.45,90.65,483.04
14.35,49.83,1006.39,91.23,462.54
14.6,44.47,1028.46,69.96,465.24
19.94,38.52,1018.4,55.9,450.48
29.24,74.67,1015.81,59.95,432.61
16.79,44.6,1014.27,48.08,459.48
30.27,64.05,1011.93,65.72,438.68
27.05,59.15,1012.83,56.31,441.39
25.61,52.36,1014.1,62.9,451.42
24.02,70.94,1008,79.55,441.57
15.15,37.64,1014.37,89.82,463.98
25.88,63.47,1011.95,65.87,443.94
7.69,36.24,1013.08,88.37,482.46
29.6,71.14,1011.46,52.69,430.55
14.64,39.58,1011.46,71.9,467.8
29.75,74.87,1009.1,56.5,435.61
17.29,44.06,1016.24,77.56,461.38
31.85,69.04,1008.35,46.09,434.79
7.57,39.61,1018.66,85.73,480.86
6.64,35.19,1019.83,76.01,484.03
14.98,39.58,1011.78,75.07,467.77
26.77,74.22,1008.87,74.68,434.35
19.13,59.21,1018.32,89.66,450.81
18.16,39.99,1007.73,70.54,463.69
29.59,74.78,1009.45,55.75,436.77
23.67,68.67,1006.71,77.22,445.32
30.01,69.13,1010.11,62.42,425.75
29.35,69.04,1008.55,61.78,445.04
5.62,43.65,1017.9,77.43,481.69
13.56,39.58,1011.05,73.62,473.16
8.3,43.13,1020.02,83.11,484.07
14.28,42.77,1020.06,81.77,466.75
13.4,41.58,1020.5,71.17,461.54
17.99,43.72,1008.64,75.04,453.02
21.18,44.57,1007.27,73.67,449.93
26.92,73.17,1011.42,76.94,431.29
23.38,59.07,1009.29,92.4,442.83
9.2,39.82,1013.19,91.25,482.89
18.11,43.43,1008.65,73.3,451.38
31.59,43.5,1005.12,43.5,429.96
25.9,47.45,1007.8,55.96,443.13
7.39,39.81,1019.45,85.02,482.99
22.49,62.52,1016.57,63.69,451.87
8.26,40.96,1025.23,89.22,485.73
30.33,68.67,1006,54.99,435.53
27.57,70.36,1007.18,71.1,441.86
19.72,51.19,1008.51,95.28,446.01
18.75,41.1,1001.97,59.6,458.31
25.21,49.82,1016.44,63.14,450.75
16.71,46.18,1011.61,95.82,459.4
25.44,69.59,1008.22,80.73,433.97
12.43,43.22,1008.93,77.42,468.01
16.09,48.78,1015.78,91.12,454.23
23.43,51.43,1011.31,73.55,444.09
16.47,38.01,1022.3,72.29,461.54
14,43.34,1016.37,85.51,463.99
18.64,52.08,1004.24,99.9,451.3
24.12,51.43,1006.55,83.77,441.49
25.06,74.33,1014.05,69.02,437.27
14.56,25.88,1009.46,78.22,466.29
17.2,58.49,1012.06,92.01,458.5
29.56,70.4,1006.49,82.95,432.85
21.31,58.05,1012.94,88.39,446.76
26,69.88,1007.99,87.07,434.79
21.78,68.28,1001,79.3,443.24
17.77,52.9,1020.11,81.51,457.98
26.25,66.56,1008.29,60.65,436.3
18.5,47.03,1013.97,93.6,460.08
19.82,57.85,1011.58,97.23,447.36
14.8,42.77,1019.14,76.53,462.29
21.19,58.86,1014.19,68.96,452.43
12.14,40.83,1010.56,78.31,474.82
8.68,41.82,1032.83,73.62,478.61
9.59,40.11,1026.05,74.27,470.71
27.23,44.05,1005.69,58.91,440.2
27.53,70.32,1007.75,49.31,433.72
21.65,56.89,1013.13,66.07,445.93
20.01,56.65,1020.77,74.46,457.01
14.47,42.86,1031.55,66.73,466.64
33.17,70.4,1004.45,58,430.14
25.73,66.54,1010.07,55.97,437.07
12.24,40.96,1023.52,81.09,474.76
17.48,52.9,1020.03,76.47,458.34
16.85,42.24,1017.43,66.01,472.63
26.96,65.34,1015.05,46.93,441.81
14.41,42.77,1019.84,82.54,465.89
21.12,62.52,1015.62,78.98,450.93
12.21,44.34,1017.98,86.17,475.06
21.38,65.12,1015.73,68.02,448.5
14.91,43.34,1015.15,81.56,461.27
23.35,59.92,1009.86,88.6,439.82
19.88,47.03,1012.27,91.99,456.44
15.68,39.16,1006.09,75.62,461.98
10.96,45.01,1017.97,95.82,468.64
12.4,40.35,1011.46,79.49,476.44
13.1,40.55,1007.59,95.46,472.37
13.84,42.18,1015.74,79.76,468.66
29.03,67.79,1010.86,54.03,445.03
12.84,40.8,1026.95,69.86,475.59
30.39,70.98,1007.55,72.76,435.48
14.07,46.18,1017.77,87.83,465.05
22.31,70.32,1009.22,89.53,437.83
21.17,52.3,1009.36,81.51,447.5
32.44,77.95,1014.83,50.69,434.97
14.37,40.56,1021.67,68.18,470.19
24.39,63.21,1012.59,80.88,446.4
26.64,62.44,1011.81,72.46,438.67
26.02,59.57,1011.16,76.93,446.5
8.68,43.14,1011.94,79.06,480.73
20.37,54.9,1016.94,65.86,453.94
31.1,69.51,1010.84,45.4,429.74
28.13,56.9,1007.17,51.66,436.95
11.62,39.72,1018.4,68.06,471.56
24.28,68.31,1009.94,77.08,440.07
23.38,58.82,1012.27,77.87,446.54
30.09,76.2,1006.64,61.02,434.68
28.28,68.67,1006.36,69.9,435.29
9.64,39.85,1012.9,83.82,478.37
11.73,40.64,1020.68,96.98,477.06
29.59,70.17,999.71,71,434.85
29.05,68.24,1007.88,42.67,433.92
19.6,60.95,1015.4,84.26,456.06
8.13,39.96,1026.07,95.84,477.12
24.91,52.3,1008.72,68.26,441.15
11.01,42.02,995.24,98.62,473.96
14.76,43.79,1016.17,75.72,464.14
29.3,73.67,1005.64,65.31,431.07
4,39.9,1008.46,97.21,490.68
8.16,39.72,1020.54,82.11,480.21
24.1,60.29,1008.2,61.81,449.79
27.2,65.12,1016.2,44.95,442.54
21.7,49.02,1008.74,82.8,446.46
14.73,40.35,1011.15,65.2,470.03
22.12,47.93,1005.5,84.47,443.41
18.12,43.69,1016.91,52.95,464.68
21.84,55.5,1019.28,62.17,454.99
24.49,59.87,1018.4,59.95,444.54
19.23,41.67,1012.53,48.86,465.66
19.8,67.71,1005.58,69.65,446.03
14.97,42.28,1007.31,79.25,466.62
9.65,41.03,1021.09,64.97,481.68
13.32,41.7,1020.22,88.3,451.93
22.06,59.39,1015.26,85.04,441.31
19.06,50.16,1011.36,99.64,449.74
22.55,70.79,1006.19,92.56,436.43
17.4,63.09,1020.84,92.58,453
25.01,68.63,1013.76,43.65,447.12
19.69,57.32,1012.41,75.51,449.59
15.26,41.2,1016,76.06,467.98
26.28,68.14,1005.61,53.17,435.71
25.65,49.3,1003.73,68.48,440.05
20.31,45.87,1007.89,73.7,449.54
16.32,50.88,1013.37,97.19,458.28
20.92,70.02,1011.06,85.63,437.96
7.2,40.02,1031.71,69.89,480.53
14.56,47.45,1009.52,91.14,451.95
28.47,69.23,1013.18,40.73,434.12
13.4,40.89,1010.67,91.66,472.36
26.08,57.32,1012.2,47.06,441.32
29.01,65.71,1013.61,48.07,446.22
23.61,43.77,1011.81,56.08,444.55
17.34,44.06,1015.84,74.88,458.5
15.24,45.87,1009.46,85.95,456.33
11.95,42.03,1017.58,90.89,465.2
14.14,43.34,1017.1,81.77,464.36
14.88,41.66,1009.4,67.15,468.55
18.17,52.08,1001.91,100.09,451.06
15.59,45.09,1013.41,91.97,457.54
34.76,68.94,1006.75,41.31,427.42
19.66,59.87,1018.75,87.6,446.28
15.11,43.13,1014.99,46.91,466.74
19.93,56.65,1020.7,62.82,456.53
29.77,69.48,1009.8,52.6,432.69
25.41,77.54,1009.68,89.09,434.09
18.12,63.09,1019.32,89.21,449.65
20.62,48.41,1007.37,87.51,445.4
17.67,53.16,1013.59,83.31,457.99
21.12,63.56,1014.16,81.42,445.9
25.16,68.08,1010.89,70.16,435.78
15.09,40.89,1010.15,92,466.47
30.49,64.44,1013.43,51.73,438.09
19.67,44.71,1015.46,31.46,464.99
17.72,50.9,1012.02,85.55,456.4
23.86,52.84,1006.56,48.94,444.66
7,39.81,1017.47,87.65,484.51
23.66,69.51,1012.9,52.59,435.39
19.77,49.39,1019.02,91.03,451.05
15.22,41.67,1013.18,67.17,469.93
12.42,41.58,1019.49,86.31,466.05
21.34,48.06,1014.49,63.23,458.13
27.09,65.61,1014.22,48.13,442.94
8.9,36.24,1013.29,89.35,479.03
8.85,40.22,1008.61,90.6,482.3
13.56,39.52,1016.61,78.35,470.67
18.26,59.15,1012.04,86.01,451.09
24.56,66.75,1018.5,77.47,435.03
8.96,40.05,1015.91,89.4,467.24
8.54,38.08,1019.75,71.24,478.31
30.35,69.51,1009.95,39.24,430.07
21.93,60.84,1018.96,76.8,440.76
28.41,61.47,1008.94,56.56,442.54
17.01,44.2,1019.18,61.23,457.26
26.45,69.13,1001.53,89.64,427.5
13.38,40.89,1010.48,92.55,472.15
30.18,65.74,1012.63,47.74,441.65
16.5,49.39,1018.35,93.42,462.48
12.04,38.25,1013.08,82.45,472.13
26.05,65.38,1009.43,52.1,449.82
27.77,62.26,1010.88,66.45,430.19
12.75,42.86,1014.9,88.44,475.09
15.55,43.02,1011.97,44.66,466.2
17.5,42.44,1012.55,76.85,466.78
25.6,73.67,1005.78,84.82,433.25
13.69,44.85,1016.89,79.87,470.78
10.02,38.18,1017.43,68.4,476.83
13.62,42.34,1017.87,89.67,464.79
15.15,41.35,1006.3,86.16,468.64
24.35,60.27,1017.6,75.45,441.74
18.04,44.88,1017.96,66.3,461.13
26.09,49.3,1003.79,66.19,439.82
25.47,59.92,1010.08,77.18,439.84
5.89,35.77,1019.78,79.58,479.86
22.31,61.45,1009.25,98.56,437.05
27.55,64.96,999.73,57.34,431.33
30.91,79.74,1006.92,56.32,433.84
23.46,47.01,1014.41,69.19,457.76
23.88,54.2,1012.81,64.52,444.97
20.24,56.53,1020.29,77.75,455.25
11.43,41.16,1022.81,92.04,466.86
10.45,40,1019.01,89.01,465.43
13.1,49.83,1007.29,92.79,466.08
23.37,65.46,1016.25,48.64,447.07
23.04,59.43,1010.23,68.99,442.99
13.97,39.16,1016.05,84.6,470.96
31.68,74.16,1011.3,55.94,434.61
28.55,74.33,1011.77,73.34,426.48
26.12,63.94,1017.97,44.81,441.46
28.67,69.14,1008.24,72.68,433.79
19.65,57.85,1011.73,93.89,450.5
28.61,68.12,1011.71,47.57,432.94
19.01,58.46,1017.14,90.99,446.18
24.82,59.27,1012.76,72.34,444.81
15.79,58.86,1015.85,91.91,455.15
10.59,38.38,1021.58,68.23,474.94
12.57,39.18,1023.09,77.28,471.87
19.35,64.15,1021.37,68.53,457.74
8.19,41.66,1016.57,75.38,485.2
11.02,40.71,1020.3,86.64,469.31
24.86,44.05,1005.69,66.65,447.2
10.72,41.17,1019.68,60.71,479.21
22.25,43.79,1015.78,52.68,461.93
14.85,39.39,1013.93,76.27,468.84
18.12,44.63,1001.26,89.72,453.55
15.11,45.01,1014.35,65.03,460.91
9.04,44.68,1023.14,90.73,479.53
29.53,70.79,1003.7,60.89,426.85
11.46,39.3,1019.53,76.86,475.51
33.37,79.05,1007.19,62.64,430.42
21.53,58.05,1012.9,87.57,447.93
22.68,58.82,1010.11,82.8,443.86
15.47,43.13,1015.11,50.5,466.63
28.17,63.13,1012.44,66.61,439.94
21.13,47.43,1006.97,64.26,448.83
30.92,59.57,1010.87,62.43,440.96
23.27,60.84,1019.13,67.24,440.22
3.94,39.9,1008.06,97.49,488.81
14.39,40.35,1011.33,64.86,472.43
7.03,41.74,1021.92,86.44,486.91
14.39,44.85,1014.19,75.16,465.88
26.73,77.95,1012.31,78.35,434.76
11.09,42.44,1014.18,92.81,478.37
19.62,62.96,1020.76,76.53,456.02
24.68,48.06,1013.83,54.97,447.96
13.18,40.03,1017.75,82.29,470.88
28.69,67.79,1011.01,66.4,439.87
22.04,57.32,1012.54,62.17,447.27
24.77,58.41,1013.78,80.57,446.27
18.01,54.9,1017.04,77.82,455.91
15.5,49.25,1021.41,77.92,453.99
28.31,65.71,1014.67,59.29,447.26
10.77,41.44,1016.72,75.27,479.19
7.84,41.39,1018.21,91.92,485.66
12.6,40.35,1011.89,80.88,475.42
24.62,72.24,1011.39,83.94,432.13
10.39,40.96,1023.51,84.73,479
21.25,44.05,1005.69,81.87,448.43
27.71,69.13,1001.63,51.45,432.54
28.66,77.95,1009.56,69.07,431.23
25.04,63.86,1018.92,52.79,441.6
20.57,44.78,1008.89,38.78,465.69
23.36,73.18,1011.96,89.15,435.85
12.88,38.53,1010.95,87.16,466.92
23.54,67.83,1009.44,65.48,426.24
13.21,40.03,1018.12,82.98,469.75
14.86,43.14,1019.21,99.14,461.14
8.62,39.54,1011.64,82.86,483.03
10.1,41.4,1024.29,85.94,474.28
26.05,65.59,1012.78,67.03,437.04
19.61,56.65,1020.64,63.74,457.41
14.4,42.99,1010.3,89.72,469.34
27.94,49.16,1004.22,35.46,436.75
22.55,69.84,1006.57,76.29,438.54
11.02,41.17,1018.18,86.86,477.62
21.34,59.8,1016.92,77.06,450.74
22.35,66.44,1011.19,65.41,445.27
27.43,56.85,1011.86,36.76,436.64
8.69,41.04,1026.87,80.28,477.2
9.88,37.83,1005.68,97.61,470.44
17.82,65.48,1019.64,86.6,449.21
26.54,71.98,1005.8,91.16,431.78
10.72,40.81,1016.51,80.26,474.64
11.82,41.74,1022.36,74.06,476.21
18.2,45.01,1013.82,68.14,452.21
17.51,41.85,1016.25,72.03,465.05
22.76,49.21,1014.35,48.85,448.73
8.73,36.18,1013.66,77.74,479.25
26.11,69.84,1002.57,84.99,427.45
9.31,41.39,1018.3,93.68,480.25
31.67,69.89,1013.88,39.33,426.35
16.55,39.64,1009.07,77.8,465.29
25.54,70.47,1009.28,73.5,436.16
27.89,69.88,1007.99,85.62,430.75
30.26,72.58,1007,65.51,425.71
23.47,69.71,1009.66,88.83,442.23
20.06,44.9,1008.79,70.06,448.51
24.66,58.86,1013.86,56.39,444.42
22.35,58.59,1013.99,79.78,444.04
16.7,40.56,1019.04,50.9,470.84
13.63,40.92,1021.89,80.5,462.4
24.81,63.94,1018.76,44.51,444.26
14.57,39.28,1015.1,76.94,469.27
19.75,49.02,1009.38,92.89,446.63
28.14,76.86,1000.7,70.17,434.68
9.97,41.26,1020.6,91.14,475.43
16.26,38.58,1016.04,76.7,462.54
20.32,49.16,1007.47,91.12,443.59
7.79,42.03,1017.74,91.48,477.26
8.09,43.02,1014.79,81.06,484.35
30.24,67.32,1014.07,46.53,437.18
18.4,43.96,1012.4,77.81,464.63
15.54,39.31,1009.69,71.19,461.06
9.75,40.81,1026,84.44,481.95
27.61,59.54,1005.84,71.27,437.85
13.39,44.85,1017.24,80.44,469.18
12.83,41.5,1013.12,86.07,470.87
26.31,52.09,1013.39,53.59,447.04
21.74,60.27,1015.82,88.96,441.22
22.79,69.13,1010.87,91.47,438.08
21.86,63.09,1016.64,87.94,442.79
27.18,64.44,1012.81,61.27,440.3
6.13,39.48,1005.17,53.5,484.12
7.33,41.16,1023.17,92.43,466.16
18.6,56.85,1012.34,80.24,450.26
32.55,73.03,1014.36,44.83,439.81
26.33,60.06,1005.86,41.57,450.16
21.93,62.91,1013.45,74.62,449.17
7.9,43.79,1016.14,83.05,485.26
19.65,63.91,1009.26,99.08,444.9
25.15,57.32,1012.41,41.84,440.1
27.57,68.31,1010.48,55.87,444.71
8.77,40.46,1019.68,77.84,475
28.13,68.12,1012.6,44.71,435.85
15.27,39.54,1010.64,81.91,464.49
13.43,43.69,1016.21,73.01,475.36
10.62,42.02,999.83,96.66,472.41
31.01,69.13,1000.93,62.96,425.69
11.97,45.51,1016.84,81.47,472.82
17.9,67.71,1004.3,89.59,449.73
27.82,52.84,1006.23,52.18,440.31
14.6,53.82,1016.28,64.83,462.86
11.31,42.02,1001.18,94.86,471.26
29.33,64.84,1010.76,53.32,443.15
25.69,72.43,1006.86,86.38,429.99
19.65,44.89,1009.76,75.36,451.35
13.57,41.4,1021.27,72.55,464.23
34.1,73.03,1014.01,41.26,437.65
27.16,66.44,1011.2,73.37,431.85
5.71,40.77,1022.49,87.9,487.48
19.95,50.66,1013.21,81.98,458.72
30.12,73.18,1012.29,61.32,429.31
21.43,63.94,1017.28,57.49,449.02
30.56,71.25,1000.3,70.55,431.92
24.54,60.29,1017.42,58.94,447.67
7.65,36.3,1016.5,65.51,482.56
30.65,71.98,1004.92,63.39,429.85
13.72,34.03,1018.57,65.95,469.25
16.62,39.99,1007.07,77.14,463.74
22.02,46.93,1014.32,55.92,451.92
25.77,69.04,1009.66,65.49,445.35
10.17,41.46,1020.01,84.86,482.36
13.44,37.85,1009.78,99.13,469.89
9.19,42.44,1014.38,94.24,481.55
7.53,43.65,1018.58,64.85,479.15
25.08,58.49,1011.1,64.47,446.9
37.11,68.94,1006.23,31.15,429.25
15.02,42.07,1017.89,83.68,460.82
25.04,70.36,1006.56,75.91,436.47
12.62,40.83,1010.06,81.52,470.94
20.08,63.09,1019,77.06,448.74
27.22,66.49,1013.45,42.41,437.24
30.93,61.5,1009.81,41.46,437.35
8.8,41.26,1008.08,96.52,479.74
33.12,68.31,1010.3,42.29,441.13
21.39,52.3,1009.52,88.67,447.77
20,69.48,1011.05,85.51,448.79
24.27,60.23,1011.84,77.8,438.99
21.32,48.14,1016.57,71.81,449.09
26.06,64.05,1012,84.05,442.24
27.63,71.98,1005.45,82.88,426
22.38,71.85,1009.56,74.91,441.47
28.59,69.84,1003.79,67.31,427.53
20.24,56.03,1019.78,59.8,460.76
11.59,40.05,1014.96,86.22,474.46
9.83,38.56,1017.35,62.8,480.47
2.8,39.64,1011.01,82.96,482.66
27.14,65.27,1013.26,55.17,441.68
26.62,76.2,1006.06,69.13,437.81
32.14,68.31,1010.48,42.15,436.15
28.16,71.94,1007.69,68.17,430.46
5.19,40.78,1025.24,95.07,482.46
32.89,73.68,1014.45,52.34,426.46
18.25,43.14,1011.51,55.16,462.78
24.53,74.78,1009.9,78.34,446.3
21,70.02,1010.22,95.11,447.29
22.77,59.92,1009.67,94.09,437.9
32.78,71.22,1005.12,48.77,438.77
19.64,46.33,1013.33,98.99,451.45
24.66,60.29,1018,59.56,445.26
12.69,40.71,1021.62,80.19,477.14
23.46,72.43,1008,90.55,435.36
5.15,40.07,1012.27,63.31,495.35
28.87,71.97,1008.74,82.61,435.86
14.38,40.71,1023.46,66.12,473.41
24.72,68.67,1006.74,79.02,443.06
27.04,48.41,1008.57,60.73,441.21
19.83,46.33,1013.27,96.4,451.22
21.09,74.93,1015.11,81.93,443.51
22.21,45.01,1012.22,54.84,450.6
32.88,72.29,1008.5,62.74,431.74
20.35,68.61,1011.17,86.69,450.89
23.63,65.59,1013.1,76.95,440.56
10.95,40.22,1010.04,78.96,477.23
28.61,69.75,1009.82,71.7,440.53
21.99,57.5,1015.87,80.72,446.96
24.35,59.21,1018.21,54.46,444.35
11.21,41.06,1021.75,77,474.03
18.81,52.08,1004.43,99.6,450.87
10.84,39.18,1023.64,87.1,474.49
11.43,40.22,1010.84,81.04,477.5
19.94,44.63,1004.73,78.48,455.58
8.56,40.71,1021.27,95.87,471.58
23.39,63.21,1011.91,84.57,448.3
12.47,45.01,1017.8,95.25,467.18
19.44,48.7,1008.66,94.71,444.9
10.5,40.8,1024.06,76.05,482.85
22.12,63.91,1009.61,90.83,447.77
10.03,41.62,1014.55,95.61,462.73
18.62,59.15,1012.85,82.54,450.81
24.74,59.39,1015.23,74.64,437.49
25.46,56.89,1012.59,62.9,443.5
25.81,66.51,1016.53,62.19,437.57
19.97,59.21,1017.87,83.46,450.41
24.39,60.84,1018.5,61.73,442.72
22.73,66.75,1018.13,84.06,437.93
24.1,68.08,1012.73,65.24,440.33
18.37,44.89,1010.61,86.74,454.37
23.5,59.21,1018.29,63,443.31
7.11,41.74,1022.35,90.68,487.85
27.11,69.59,1008.56,79.2,437.2
12.37,46.97,1013.95,90.76,464.4
15.79,38.28,1014.4,74.84,465.64
23.76,61.5,1009.15,68.52,441.16
27.52,69.68,1011.67,56.94,444.83
9.79,39.69,1002.36,93.86,471.61
31.23,72.58,1006.61,60.8,427.58
18.48,58.59,1015.61,85.14,452.52
30.02,73.5,1010.52,44.91,429.84
22.92,63.94,1019.28,42.69,444.22
4.71,39.42,1026.4,84.42,481.28
15.27,56.89,1013.28,86.92,456.72
23.59,71.73,1009.69,87.06,435.67
16.25,40.89,1011.09,62.7,464.33
12.19,41.06,1021.35,74.98,474.63
22.88,71.73,1010.11,86.96,436.36
14.18,53.82,1016.9,64.57,465.25
25.74,68.94,1007.7,67.56,433.45
25.02,47.45,1008.07,60.42,446.62
14.3,53.82,1016.64,63.9,465.42
31.84,77.95,1014.9,55.35,433.28
27.57,69.84,1004.91,68.37,426.6
8.6,36.66,1026.4,81.23,481.86
20.65,66.51,1014.94,71.83,456.49
30.57,73.03,1013.75,73.68,437.42
8.18,40.02,1031.45,73.66,478.81
12.12,38.28,1013.65,90.19,471.19
7.5,40.02,1031.39,82.53,476.01
11.11,37.5,1013.68,73.67,473.32
6.71,39.37,1020.28,71.15,487.05
21.69,69.94,1010.7,80.8,443.67
9.42,41.4,1030.38,87.8,472.99
22.07,50.78,1008.6,61.33,449.96
25.72,74.67,1016.64,75.93,434.83
16.28,42.99,1007.5,77.27,464.13
6.8,39.37,1020.24,73.29,487.33
22.95,45.61,1013.65,73.92,457.91
23.15,58.79,1011.11,82.49,447.71
25.15,66.49,1012.71,63.46,436
29.82,69.75,1010.09,65.02,442.6
